mode,load,0_resnet152-2,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,14.672636985778809,7.559776306152344,5.690097808837891
mps-uncap,0.9,21.114706993103027,12.722134590148926,8.983612060546875
mps-uncap,1.0,589.9858474731445,30.339360237121582,40.18974304199219
mps-uncap,0.5,11.578083038330078,5.003690719604492,5.419015884399414
mps-uncap,0.6,11.516332626342773,5.244731903076172,4.994392395019531
mps-uncap,0.7,12.687444686889648,6.035566329956055,4.738569259643555
mps-uncap,0.1,17.72010326385498,4.922151565551758,6.568670272827148
mps-uncap,0.2,14.588356018066406,5.045413970947266,6.261110305786133
mps-uncap,0.3,13.393282890319824,5.287766456604004,6.244778633117676
mps-uncap,0.4,12.637495994567871,5.19251823425293,6.003379821777344
