mode,load,0_resnet152-2,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,23.37272167205811,13.499736785888672,10.201549530029297
mps-uncap,0.9,47.135496139526374,29.704761505126957,21.500349044799805
mps-uncap,1.0,961.1010551452637,108.8636636734009,214.67857360839847
mps-uncap,0.5,10.331630706787108,4.817056655883788,6.144428253173828
mps-uncap,0.6,13.848638534545902,6.775760650634765,6.265163421630859
mps-uncap,0.7,18.335580825805664,9.45768356323242,6.310701370239261
mps-uncap,0.1,2.577352523803714,0.07004737854003908,1.0635852813720703
mps-uncap,0.2,11.064100265502933,2.199363708496094,3.805088996887208
mps-uncap,0.3,10.89489459991455,3.8503408432006836,5.177831649780277
mps-uncap,0.4,11.452507972717285,4.414653778076172,5.582690238952637
