mode,load,0_resnet152-2,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,7.5206756591796875,3.5886764526367188,2.660989761352539
mps-uncap,0.9,7.230520248413086,3.569364547729492,2.646923065185547
mps-uncap,1.0,7.503986358642578,3.6313533782958984,2.6934146881103516
mps-uncap,0.5,7.359743118286133,3.592252731323242,2.6323795318603516
mps-uncap,0.6,7.19451904296875,3.5691261291503906,2.628326416015625
mps-uncap,0.7,7.390022277832031,3.5686492919921875,2.6826858520507812
mps-uncap,0.1,7.505655288696289,3.5941600799560547,2.7124881744384766
mps-uncap,0.2,7.475376129150391,3.592252731323242,2.6493072509765625
mps-uncap,0.3,7.420778274536133,3.5953521728515625,2.621889114379883
mps-uncap,0.4,7.15327262878418,3.5965442657470703,2.6955604553222656
