mode,load,0_resnet152-2,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,12.301075458526611,5.678462982177734,5.210866928100586
mps-uncap,0.9,11.964123249053955,5.765538215637207,5.2442073822021475
mps-uncap,1.0,13.381624221801758,5.621485710144043,5.377569198608398
mps-uncap,0.5,14.352297782897951,5.483088493347167,6.710290908813477
mps-uncap,0.6,13.596529960632324,5.523824691772461,6.286382675170898
mps-uncap,0.7,12.960243225097662,5.607862472534179,5.4923295974731445
mps-uncap,0.1,19.62183713912964,5.66629409790039,7.245445251464844
mps-uncap,0.2,20.381250381469727,6.229496002197276,6.910068988800052
mps-uncap,0.3,19.45662498474121,5.702149868011475,6.858837604522706
mps-uncap,0.4,17.224576473236084,5.652484893798827,6.988871097564696
