mode,load,0_resnet152-2,1_resnet34-16,2_resnet50-2
mps-uncap,0.8,135.82656159689284,2242.56536862079,328.22193897115756
mps-uncap,0.9,151.85727823698141,2527.8792698630564,376.7944952981326
mps-uncap,1.0,169.99741636156085,2801.049692630594,416.0158915782384
mps-uncap,0.5,86.22327445544653,1425.1628499746346,206.83651821898917
mps-uncap,0.6,103.29028092711731,1660.3567552992022,248.30524853709207
mps-uncap,0.7,117.61885056276027,1991.366487928449,289.5651568236619
mps-uncap,0.1,16.378346497669195,290.5339235625893,42.27623601164409
mps-uncap,0.2,34.54910430151043,550.7147153212559,83.18478783847789
mps-uncap,0.3,53.1776648169301,875.415448446939,122.14707430008126
mps-uncap,0.4,69.55734087685596,1126.075950133382,166.81473069066132
