mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-8
mps-uncap,1.0,0.000476837158203125,0.0030994415283203125,0.000476837158203125,0.0026226043701171875
