mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-8
mps-uncap,1.0,14.677000045776367,16.769695281982422,16.767549514770508,12.854266166687012
