mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-8
mps-uncap,1.0,5.002021789550781,13.932466506958008,13.946294784545898,2.2895336151123047
