mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-8
mps-uncap,1.0,14.676976203918459,16.76955223083496,16.767311096191406,12.854266166687012
