mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-8
mps-uncap,1.0,1461.9027040247208,1947.5484052718116,1947.5481575777796,1058.3845136568498
