mode,load,0_mobilenet_v2-16,1_mobilenet_v2-32,2_mobilenet_v2-32,3_squeezenet1_1-8
mps-uncap,1.0,18.680334091186523,20.371198654174805,20.824670791625977,15.783548355102539
