mode,load,0_densenet169-32,1_mobilenet_v3_small-4,2_vgg13-8
mps-uncap,0.8,20.798683166503906,2.2749900817871094,4.400730133056641
mps-uncap,0.9,20.549297332763672,2.2945404052734375,4.413127899169922
mps-uncap,1.0,21.714210510253906,2.3517608642578125,4.431247711181641
mps-uncap,0.5,20.381689071655273,2.2890567779541016,4.393577575683594
mps-uncap,0.6,20.495176315307617,2.301454544067383,4.391670227050781
mps-uncap,0.7,20.42865753173828,2.3298263549804688,4.395484924316406
mps-uncap,0.1,20.42698860168457,3.122568130493164,4.40669059753418
mps-uncap,0.2,20.312070846557617,2.4323463439941406,4.402399063110352
mps-uncap,0.3,20.32947540283203,2.390623092651367,4.398345947265625
mps-uncap,0.4,20.282745361328125,2.3949146270751953,4.399299621582031
