mode,load,0_densenet169-32,1_mobilenet_v3_small-4,2_vgg13-8
mps-uncap,0.8,39.55864906311035,5.4149627685546875,5.3844451904296875
mps-uncap,0.9,52.10280418395996,6.639242172241211,5.819082260131836
mps-uncap,1.0,57.94203281402588,7.250070571899414,6.023883819580078
mps-uncap,0.5,27.935266494750977,5.807399749755859,4.512667655944824
mps-uncap,0.6,31.55803680419922,5.78618049621582,4.567146301269531
mps-uncap,0.7,33.653855323791504,5.66411018371582,4.663228988647461
mps-uncap,0.1,24.73139762878418,6.20579719543457,4.499197006225586
mps-uncap,0.2,24.100542068481445,6.1206817626953125,4.488945007324219
mps-uncap,0.3,24.283289909362793,6.156563758850098,4.487514495849609
mps-uncap,0.4,25.321364402770996,5.907773971557617,4.531621932983398
