mode,load,0_densenet169-32,1_mobilenet_v3_small-4,2_vgg13-8
mps-uncap,0.8,226.1183261871338,57.92069435119629,61.24067306518555
mps-uncap,0.9,499.9675750732422,170.75347900390625,114.43924903869629
mps-uncap,1.0,868.1509494781494,219.6636199951172,342.91720390319824
mps-uncap,0.5,84.47813987731934,19.000530242919922,27.32062339782715
mps-uncap,0.6,105.82947731018066,42.522430419921875,32.141685485839844
mps-uncap,0.7,192.83294677734375,43.18833351135254,43.35308074951172
mps-uncap,0.1,20.505905151367188,5.733728408813477,8.265972137451172
mps-uncap,0.2,27.36663818359375,11.175394058227539,11.349678039550781
mps-uncap,0.3,42.18697547912598,18.2955265045166,15.519857406616211
mps-uncap,0.4,46.51331901550293,29.86931800842285,21.644115447998047
