mode,load,0_resnet34-16,1_vgg11-4,2_vgg13-16
mps-uncap,0.8,177.00576782226562,76.21598243713379,220.45493125915527
mps-uncap,0.9,364.29309844970703,236.39202117919922,383.00085067749023
mps-uncap,1.0,2363.1997108459473,2392.5652503967285,5286.47518157959
mps-uncap,0.5,45.82619667053223,22.25327491760254,46.17190361022949
mps-uncap,0.6,96.73762321472168,44.153690338134766,61.159610748291016
mps-uncap,0.7,106.08100891113281,43.5643196105957,117.9656982421875
mps-uncap,0.1,11.40141487121582,9.413957595825195,21.373987197875977
mps-uncap,0.2,24.64771270751953,10.653257369995117,25.578975677490234
mps-uncap,0.3,19.04129981994629,22.127866744995117,29.438257217407227
mps-uncap,0.4,27.87947654724121,15.166997909545898,41.78619384765625
