mode,load,0_resnet34-16,1_vgg11-4,2_vgg13-16
mps-uncap,0.8,0.011444091796875,0.009298324584960938,0.010728836059570312
mps-uncap,0.9,0.011205673217773438,0.0095367431640625,0.011205673217773438
mps-uncap,1.0,0.011682510375976562,0.011920928955078125,0.012159347534179688
mps-uncap,0.5,0.010967254638671875,0.010728836059570312,0.01049041748046875
mps-uncap,0.6,0.010967254638671875,0.009059906005859375,0.010728836059570312
mps-uncap,0.7,0.009775161743164062,0.010013580322265625,0.009298324584960938
mps-uncap,0.1,0.023126602172851562,0.019550323486328125,0.0152587890625
mps-uncap,0.2,0.015497207641601562,0.014066696166992188,0.015974044799804688
mps-uncap,0.3,0.015020370483398438,0.011444091796875,0.009059906005859375
mps-uncap,0.4,0.011205673217773438,0.011920928955078125,0.010728836059570312
