mode,load,0_densenet169-32,1_densenet169-32
mig,0.1,0.015020370483398438,0.025510787963867188
mig,0.2,0.014543533325195312,0.01621246337890625
mig,0.3,0.01430511474609375,0.016927719116210938
mig,0.4,0.01430511474609375,0.015974044799804688
mig,0.5,0.014781951904296875,0.015020370483398438
mig,0.6,0.014543533325195312,0.014543533325195312
mig,0.7,0.01239776611328125,0.015735626220703125
mig,0.8,0.01430511474609375,0.01621246337890625
mig,0.9,0.0133514404296875,0.02288818359375
mig,1.0,0.015497207641601562,0.019550323486328125
