mode,load,0_densenet169-32,1_densenet169-32
mig,0.1,0.06008148193359375,0.06461143493652344
mig,0.2,0.06091594696044922,0.06389617919921875
mig,0.3,0.06079673767089844,0.06461143493652344
mig,0.4,0.05936622619628906,0.06580352783203125
mig,0.5,0.06091594696044922,9.191155433654785
mig,0.6,4.979610443115234,17.26841926574707
mig,0.7,11.065959930419922,37.320852279663086
mig,0.8,31.68642520904541,98.48690032958984
mig,0.9,35.550594329833984,561.7449283599854
mig,1.0,101.00030899047852,2740.464210510254
