mode,load,0_inception_v3-32,1_inception_v3-16,2_resnet34-2
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.007152557373046875
mig,1.0,0.000476837158203125,0.000476837158203125,0.005245208740234375
