mode,load,0_inception_v3-32,1_inception_v3-16,2_resnet34-2
mps-uncap,1.0,17.746806144714355,15.38991928100586,4.288911819458008
mig,1.0,20.19953727722168,17.039060592651367,3.678560256958008
