mode,load,0_inception_v3-32,1_inception_v3-16,2_resnet34-2
mps-uncap,1.0,19.59952116012573,16.91030979156494,7.874765396118165
mig,1.0,22.35041618347168,18.51861000061035,3.946542739868164
