mode,load,0_inception_v3-32,1_inception_v3-16,2_resnet34-2
mps-uncap,1.0,18.612265586853027,15.924334526062012,6.56890869140625
mig,1.0,20.746278762817383,17.424345016479492,3.773927688598633
