mode,load,0_efficientnet_b6-4,1_efficientnet_b7-4,2_mobilenet_v2-32,3_vgg11-32
mps-uncap,1.0,0.010251998901367188,0.0007152557373046875,0.003814697265625,0.0007152557373046875
