mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,2.4309158325195312,2.358675003051758
mig,0.2,2.429962158203125,2.360820770263672
mig,0.3,2.4251937866210938,2.3860931396484375
mig,0.4,2.4306774139404297,2.3221969604492188
mig,0.5,2.4313926696777344,2.404451370239258
mig,0.6,2.431154251098633,2.3131370544433594
mig,0.7,2.429962158203125,2.3217201232910156
mig,0.8,2.428770065307617,2.331256866455078
mig,0.9,2.4290084838867188,2.2974014282226562
mig,1.0,2.4220943450927734,2.3729801177978516
