mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,5.742788314819336,5.710363388061523
mig,0.2,5.498409271240234,5.40471076965332
mig,0.3,3.9567947387695312,3.9739608764648438
mig,0.4,3.3638477325439453,2.6841163635253906
mig,0.5,2.478957176208496,2.485036849975586
mig,0.6,2.476215362548828,2.383708953857422
mig,0.7,2.441883087158203,2.3810863494873047
mig,0.8,2.432584762573242,2.4073123931884766
mig,0.9,2.4302005767822266,2.351045608520508
mig,1.0,2.427339553833008,2.4132728576660156
