mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,11.842489242553711,21.640300750732422
mig,0.2,20.540952682495117,22.93109893798828
mig,0.3,24.433135986328125,25.704383850097656
mig,0.4,22.694826126098633,21.19278907775879
mig,0.5,21.32868766784668,18.38517189025879
mig,0.6,18.7835693359375,18.93901824951172
mig,0.7,24.291515350341797,29.996633529663086
mig,0.8,35.12763977050781,45.64809799194336
mig,0.9,59.037208557128906,55.79113960266113
mig,1.0,151.25608444213867,1495.5511093139648
