mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,3.771185874938965,3.691530227661134
mig,0.2,5.761623382568359,5.979394912719728
mig,0.3,6.444454193115234,6.244659423828127
mig,0.4,6.009411811828619,5.4315090179443395
mig,0.5,4.911994934082036,4.560327529907227
mig,0.6,5.399322509765626,5.1120758056640625
mig,0.7,7.296204566955568,6.885385513305664
mig,0.8,11.843490600585943,12.757277488708514
mig,0.9,17.6499605178833,16.7965888977051
mig,1.0,65.6156063079834,1257.2543382644653
