mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,9.240984916687012,9.184551239013672
mig,0.2,11.266231536865234,11.203670501708986
mig,0.3,10.809183120727539,10.373020172119142
mig,0.4,9.54856872558594,8.79001617431641
mig,0.5,7.767772674560549,7.226228713989257
mig,0.6,7.910156250000002,7.486581802368163
mig,0.7,9.768629074096681,9.260892868041992
mig,0.8,14.307832717895508,15.186405181884771
mig,0.9,20.111584663391117,19.13373470306397
mig,1.0,68.05911064147949,1259.6630334854126
