mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,6.885290145874023,7.004976272583008
mig,0.2,7.260560989379883,7.701873779296875
mig,0.3,7.140398025512695,7.320165634155273
mig,0.4,6.722211837768555,6.661176681518555
mig,0.5,5.820751190185547,5.971670150756836
mig,0.6,5.272388458251953,5.084991455078125
mig,0.7,4.97746467590332,4.279613494873047
mig,0.8,4.102468490600586,3.7386417388916016
mig,0.9,3.994464874267578,3.3769607543945312
mig,1.0,2.9633045196533203,3.8721561431884766
