mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,0.04649162292480469,0.04649162292480469
mig,0.2,0.04553794860839844,0.04744529724121094
mig,0.3,0.049591064453125,0.2079010009765625
mig,0.4,0.30601024627685547,0.4150867462158203
mig,0.5,0.6066560745239258,0.63323974609375
mig,0.6,1.016378402709961,1.0762214660644531
mig,0.7,1.7305612564086914,1.76239013671875
mig,0.8,2.785921096801758,3.2819509506225586
mig,0.9,5.128145217895508,5.256295204162598
mig,1.0,25.12955665588379,854.2690277099609
