mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,7.657015323638907,9.225625991821293
mig,0.2,13.063764572143544,13.500003814697273
mig,0.3,15.709185600280724,14.161934852600094
mig,0.4,13.103528022766115,11.433649063110334
mig,0.5,12.010045051574698,9.80058193206787
mig,0.6,10.85728645324707,10.214815139770506
mig,0.7,13.861906528472899,14.372189044952378
mig,0.8,25.263719558715824,25.060081481933647
mig,0.9,30.768311023712158,34.93414640426636
mig,1.0,105.20771026611327,1440.683786869049
