mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,17.320632934570312,26.103973388671875
mig,0.2,24.487733840942383,27.18639373779297
mig,0.3,28.290510177612305,29.52408790588379
mig,0.4,25.292396545410156,23.50020408630371
mig,0.5,23.749113082885742,21.088123321533203
mig,0.6,21.399736404418945,21.305322647094727
mig,0.7,26.7331600189209,32.35769271850586
mig,0.8,37.545204162597656,48.0499267578125
mig,0.9,61.575889587402344,58.26115608215332
mig,1.0,153.68986129760742,1498.0332851409912
