mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,6.497955322265625,6.477317810058594
mig,0.2,6.742000579833984,6.670675277709962
mig,0.3,6.576323509216309,6.531414985656737
mig,0.4,5.5352139472961435,5.3221702575683585
mig,0.5,4.376857280731199,4.282383918762206
mig,0.6,3.9860057830810547,3.8376140594482413
mig,0.7,3.0031824111938463,2.806737422943112
mig,0.8,2.767801284790039,2.766132354736328
mig,0.9,2.7670860290527344,2.557852268218994
mig,1.0,2.7425289154052734,3.0533862113952632
