mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16
mig,0.1,6.172537803649902,6.134033203125
mig,0.2,6.261348724365234,6.133079528808594
mig,0.3,5.645036697387695,5.464315414428712
mig,0.4,4.157304763793945,4.073476791381836
mig,0.5,3.9537668228149423,3.4062862396240234
mig,0.6,2.6841163635253906,2.545595169067383
mig,0.7,2.6254892349243164,2.513885498046875
mig,0.8,2.590656280517578,2.5436639785766606
mig,0.9,2.5746822357177734,2.4521350860595703
mig,1.0,2.5388717651367188,2.528667449951172
