mode,load,0_efficientnet_b5-2,1_mobilenet_v2-32,2_mobilenet_v3_large-4,3_vgg13-32
mps-uncap,1.0,22.166230038130667,1170.4527533403723,148.11617888507877,1740.7335903667495
