mode,load,0_efficientnet_b5-4,1_efficientnet_b7-16,2_mobilenet_v2-32,3_resnet18-32
mps-uncap,1.0,0.012636184692382812,0.011205673217773438,0.000476837158203125,0.0007152557373046875
