mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,34.07921314239501,39.84450340270981,48.9282798767088
mps-uncap,0.9,56.48401975631717,53.651537895202694,65.07076978683475
mps-uncap,1.0,808.3646106719967,395.45406341552734,145.56733608245855
mps-uncap,0.5,19.214456081390356,21.348748207092285,12.451610565185547
mps-uncap,0.6,18.0518126487732,22.012948989868175,15.162289142608628
mps-uncap,0.7,18.630113601684567,24.92400169372559,21.489429473876957
mps-uncap,0.1,10.953724384307861,12.86436080932617,6.056618690490722
mps-uncap,0.2,14.055595397949213,13.7762427330017,6.897583007812495
mps-uncap,0.3,17.368309497833252,17.188854217529244,8.24055433273315
mps-uncap,0.4,18.820221424102794,20.4605221748352,10.195879936218262
