mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,2.2618770599365234,2.790212631225586,2.9718875885009766
mps-uncap,0.9,2.2292137145996094,2.8188228607177734,2.9659271240234375
mps-uncap,1.0,2.1886825561523438,3.1311511993408203,3.0257701873779297
mps-uncap,0.5,2.2208690643310547,2.8142929077148438,2.9654502868652344
mps-uncap,0.6,2.223491668701172,2.805471420288086,2.9604434967041016
mps-uncap,0.7,2.2649765014648438,2.8238296508789062,2.9625892639160156
mps-uncap,0.1,2.287149429321289,2.873659133911133,2.9754638671875
mps-uncap,0.2,2.2630691528320312,2.843618392944336,2.9616355895996094
mps-uncap,0.3,2.2318363189697266,2.855062484741211,2.9642581939697266
mps-uncap,0.4,2.2161006927490234,2.9222965240478516,2.979755401611328
