mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,57.861328125,74.58710670471191,83.98795127868652
mps-uncap,0.9,80.34467697143555,98.51861000061035,125.79870223999023
mps-uncap,1.0,911.5667343139648,444.6241855621338,166.11027717590332
mps-uncap,0.5,28.4116268157959,36.86356544494629,20.90764045715332
mps-uncap,0.6,27.573108673095703,41.97192192077637,22.757291793823242
mps-uncap,0.7,45.775651931762695,38.82122039794922,30.951976776123047
mps-uncap,0.1,17.68660545349121,13.879776000976562,8.44264030456543
mps-uncap,0.2,29.84023094177246,19.624710083007812,11.317729949951172
mps-uncap,0.3,30.475378036499023,24.983644485473633,11.790752410888672
mps-uncap,0.4,26.727914810180664,28.56755256652832,21.837949752807617
