mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,9.909296035766598,14.639091491699215,14.447164535522454
mps-uncap,0.9,25.33702850341797,20.532608032226566,23.97329807281494
mps-uncap,1.0,727.4515628814697,242.27218627929688,87.43510246276863
mps-uncap,0.5,6.4913272857666,6.830835342407227,3.5483360290527353
mps-uncap,0.6,6.710791587829589,7.352733612060544,4.806637763977051
mps-uncap,0.7,6.737160682678223,8.665513992309565,6.9609880447387695
mps-uncap,0.1,0.0820159912109375,0.06899833679199219,0.0658750534057617
mps-uncap,0.2,3.777980804443359,3.4670352935791016,0.643491744995118
mps-uncap,0.3,5.280590057373047,4.804515838623046,1.9825220108032238
mps-uncap,0.4,5.921220779418945,6.295680999755859,2.828884124755859
