mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,13.814067840576172,20.740890502929688,18.701219558715817
mps-uncap,0.9,29.916977882385254,27.138948440551758,28.301239013671875
mps-uncap,1.0,731.8999767303468,250.01726150512692,91.8371677398682
mps-uncap,0.5,11.189413070678707,13.608145713806152,7.251882553100587
mps-uncap,0.6,10.925579071044922,13.723230361938477,8.516550064086914
mps-uncap,0.7,10.660791397094728,14.658594131469721,10.800838470458984
mps-uncap,0.1,6.433606147766113,7.496166229248046,3.7819862365722656
mps-uncap,0.2,9.134101867675781,9.785246849060057,4.26168441772461
mps-uncap,0.3,10.684847831726076,11.257123947143555,5.267214775085449
mps-uncap,0.4,11.107277870178224,13.140082359313965,6.281042098999023
