mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,53.173065185546875,66.49184226989746,79.25200462341309
mps-uncap,0.9,74.59831237792969,90.89541435241699,121.19626998901367
mps-uncap,1.0,906.5468311309814,436.0039234161377,161.7128849029541
mps-uncap,0.5,22.907495498657227,33.61034393310547,16.450166702270508
mps-uncap,0.6,22.71747589111328,34.26837921142578,19.778013229370117
mps-uncap,0.7,40.48943519592285,32.91583061218262,26.35359764099121
mps-uncap,0.1,12.142181396484375,7.363557815551758,5.037784576416016
mps-uncap,0.2,25.000333786010742,15.022039413452148,7.7381134033203125
mps-uncap,0.3,26.259660720825195,18.621206283569336,8.551359176635742
mps-uncap,0.4,23.1168270111084,23.96416664123535,18.19300651550293
