mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,4.733896255493164,7.939147949218749,4.657268524169922
mps-uncap,0.9,5.201578140258789,7.6808929443359375,4.728555679321289
mps-uncap,1.0,5.60145378112793,8.6181640625,4.6749114990234375
mps-uncap,0.5,6.022143363952637,7.739496231079102,4.329633712768555
mps-uncap,0.6,5.477046966552734,7.692718505859375,4.320502281188965
mps-uncap,0.7,4.974198341369629,7.6184749603271475,4.387140274047852
mps-uncap,0.1,6.174206733703613,7.181453704833984,3.6161184310913086
mps-uncap,0.2,6.0298919677734375,7.130622863769531,3.688192367553711
mps-uncap,0.3,5.930352210998535,7.359552383422852,3.8220643997192383
mps-uncap,0.4,5.96156120300293,7.725000381469727,4.106616973876952
