mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,1330.314862247682,397.0079111899537,2743.6891887256375
mps-uncap,0.9,1475.5256017370111,433.55607907275396,3056.187902343026
mps-uncap,1.0,1641.0453361538862,491.9811903289502,3390.670836794101
mps-uncap,0.5,821.8258017643246,245.3812042655892,1638.0290539541704
mps-uncap,0.6,976.4247682983138,294.3688810749202,1987.3512914205705
mps-uncap,0.7,1174.7627936019442,346.50684243118786,2294.898451828882
mps-uncap,0.1,163.74920988146144,49.19488836452341,346.94638552633035
mps-uncap,0.2,333.6494064617882,97.09220603264355,654.8310861723556
mps-uncap,0.3,506.3830743981769,146.90247311027935,1011.4524475092562
mps-uncap,0.4,679.9290491890216,196.9182859868403,1304.9990547306202
