mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,5.9967041015625,9.140491485595703,5.117893218994141
mps-uncap,0.9,6.272077560424805,8.801460266113281,5.003213882446289
mps-uncap,1.0,6.317377090454102,9.443283081054688,5.148410797119141
mps-uncap,0.5,7.291555404663086,8.983135223388672,4.791021347045898
mps-uncap,0.6,7.032871246337891,8.875846862792969,4.679679870605469
mps-uncap,0.7,7.47370719909668,8.887767791748047,4.703044891357422
mps-uncap,0.1,7.385969161987305,8.30221176147461,4.745006561279297
mps-uncap,0.2,7.128715515136719,8.697032928466797,4.634618759155273
mps-uncap,0.3,6.751775741577148,8.716583251953125,4.77910041809082
mps-uncap,0.4,6.788969039916992,8.739233016967773,4.806280136108398
