mode,load,0_mobilenet_v2-8,1_resnet50-4,2_squeezenet1_0-16
mps-uncap,0.8,5.088019371032714,8.789334297180174,4.816184043884277
mps-uncap,0.9,5.817890167236328,8.369579315185547,4.850630760192871
mps-uncap,1.0,6.060504913330077,9.018440246582031,4.773859977722168
mps-uncap,0.5,6.570537090301513,8.42189073562622,4.654383659362792
mps-uncap,0.6,6.3706135749816895,8.43047618865967,4.555976390838623
mps-uncap,0.7,5.777833461761474,8.471670150756836,4.589545726776123
mps-uncap,0.1,6.556332111358643,7.8839683532714835,4.2955589294433585
mps-uncap,0.2,6.330471038818358,7.954347133636474,4.347901344299315
mps-uncap,0.3,6.305079460144044,7.897777557373043,4.538743495941161
mps-uncap,0.4,6.369829177856445,8.329343795776367,4.614219665527345
