mode,load,0_mobilenet_v3_small-16,1_mobilenet_v3_small-16,2_mobilenet_v3_small-16,3_mobilenet_v3_small-16
mig,1.0,4.374027252197266,4.439353942871094,4.440784454345703,6.169557571411133
