mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,108.7789535522461,131.41345977783203,122.0085620880127
mps-uncap,0.9,233.52837562561035,687.7820491790771,660.5942249298096
mps-uncap,1.0,791.7344570159912,6524.594306945801,5267.689228057861
mps-uncap,0.5,44.05975341796875,34.909725189208984,47.14775085449219
mps-uncap,0.6,50.03166198730469,48.44069480895996,62.43729591369629
mps-uncap,0.7,72.36695289611816,82.5035572052002,103.22308540344238
mps-uncap,0.1,24.908781051635742,28.063297271728516,19.68836784362793
mps-uncap,0.2,32.14621543884277,28.097152709960938,23.37479591369629
mps-uncap,0.3,34.52157974243164,28.610944747924805,28.486967086791992
mps-uncap,0.4,34.14440155029297,32.40180015563965,41.838645935058594
