mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,14.142274856567383,13.554811477661133,11.667490005493164
mps-uncap,0.9,13.885736465454102,14.122724533081055,11.479616165161133
mps-uncap,1.0,12.944221496582031,14.172077178955078,10.92386245727539
mps-uncap,0.5,13.581991195678711,13.098478317260742,11.278152465820312
mps-uncap,0.6,13.116836547851562,13.198137283325195,11.742115020751953
mps-uncap,0.7,13.793468475341797,13.840198516845703,10.812759399414062
mps-uncap,0.1,15.202760696411133,11.423587799072266,12.753009796142578
mps-uncap,0.2,12.3138427734375,12.498617172241211,10.12730598449707
mps-uncap,0.3,14.61648941040039,10.63227653503418,11.214971542358398
mps-uncap,0.4,13.282537460327148,13.192892074584961,11.06715202331543
