mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,10.257124900817871,10.365748405456543,8.844614028930664
mps-uncap,0.9,10.12575626373291,10.967135429382324,8.794450759887697
mps-uncap,1.0,10.10732650756836,11.01827621459961,8.780908584594727
mps-uncap,0.5,10.0177526473999,8.905649185180664,8.541011810302734
mps-uncap,0.6,9.945034980773926,9.330987930297852,8.580923080444336
mps-uncap,0.7,10.110616683959961,9.769344329833986,8.697867393493652
mps-uncap,0.1,10.892295837402342,8.739066123962402,9.86182689666748
mps-uncap,0.2,10.570168495178223,8.958935737609865,8.072066307067871
mps-uncap,0.3,11.036348342895506,8.737802505493164,8.47630500793457
mps-uncap,0.4,10.437655448913574,8.95981788635254,8.409690856933594
