mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,2569.716441532423,184.58455418738788,809.5619791571025
mps-uncap,0.9,2970.3288931327197,210.27577318586177,932.2864021288252
mps-uncap,1.0,3299.5372508006285,205.7271332488985,936.4109240453291
mps-uncap,0.5,1696.294344716953,117.72618815471998,511.65808676524006
mps-uncap,0.6,1994.9418898362303,144.26799108085197,605.4417973175886
mps-uncap,0.7,2306.149076567169,166.92784899761907,683.4662818544074
mps-uncap,0.1,344.15366709634293,24.358691451158432,106.02416588547317
mps-uncap,0.2,634.2410550170629,47.58817189784869,204.72009003411023
mps-uncap,0.3,985.5675814296319,69.00442168262028,304.78503905850886
mps-uncap,0.4,1301.6107130158764,92.31232565820872,396.9651297451179
