mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,36.339735984802246,44.3467378616333,57.2965145111084
mps-uncap,0.9,94.98417377471924,444.9547529220581,483.6692094802857
mps-uncap,1.0,448.09136390686035,5905.0612449646,4409.395694732666
mps-uncap,0.5,15.64180850982666,13.696622848510742,18.25737953186035
mps-uncap,0.6,17.920255661010742,16.268491744995117,21.979331970214847
mps-uncap,0.7,21.767616271972656,21.851778030395515,32.77599811553955
mps-uncap,0.1,12.537026405334473,10.492086410522463,10.45525074005127
mps-uncap,0.2,16.62147045135498,12.136530876159668,11.192154884338384
mps-uncap,0.3,16.74957275390625,13.480305671691895,13.059997558593752
mps-uncap,0.4,16.51480197906494,13.864517211914064,15.087032318115234
