mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,12.55307197570801,11.98939323425293,9.762930870056156
mps-uncap,0.9,11.572384834289553,12.252473831176758,9.686002731323242
mps-uncap,1.0,11.002473831176758,12.16399669647217,9.672126770019531
mps-uncap,0.5,12.211663722991942,10.899133682250973,9.498214721679688
mps-uncap,0.6,12.314093112945553,11.389636993408194,9.648532867431642
mps-uncap,0.7,12.465548515319831,11.643133163452152,9.73738431930542
mps-uncap,0.1,13.101260662078857,10.582365989685057,11.386275291442871
mps-uncap,0.2,11.834716796875,10.35284996032715,9.41659927368164
mps-uncap,0.3,13.12026977539062,9.562480449676515,9.806759357452396
mps-uncap,0.4,12.33248472213745,10.69684982299804,9.52045202255249
