mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,4.1217803955078125,3.366231918334961,6.401777267456055
mps-uncap,0.9,4.094600677490234,3.393888473510742,6.504058837890625
mps-uncap,1.0,4.118919372558594,3.9453506469726562,7.358074188232422
mps-uncap,0.5,4.089593887329102,3.355264663696289,6.3686370849609375
mps-uncap,0.6,4.151821136474609,3.307342529296875,6.347894668579102
mps-uncap,0.7,4.146099090576172,3.3578872680664062,6.308794021606445
mps-uncap,0.1,5.845308303833008,3.529787063598633,6.385087966918945
mps-uncap,0.2,4.205465316772461,3.5059452056884766,6.392955780029297
mps-uncap,0.3,4.07099723815918,3.4096240997314453,6.347417831420898
mps-uncap,0.4,4.091024398803711,3.364086151123047,6.341457366943359
