mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,8.844375610351562,7.910609245300293,8.105993270874023
mps-uncap,0.9,9.526252746582031,9.569287300109863,8.443355560302734
mps-uncap,1.0,9.572744369506836,9.758949279785156,8.492231369018555
mps-uncap,0.5,7.403373718261719,6.290197372436523,7.284402847290039
mps-uncap,0.6,7.313370704650879,5.997419357299805,7.470846176147461
mps-uncap,0.7,7.94219970703125,6.636619567871094,7.690191268920898
mps-uncap,0.1,9.954690933227539,8.081912994384766,7.067084312438965
mps-uncap,0.2,9.781599044799805,7.9345703125,7.022380828857422
mps-uncap,0.3,9.5062255859375,7.866382598876953,6.964206695556641
mps-uncap,0.4,8.494973182678223,7.369041442871094,7.119178771972656
