mode,load,0_mobilenet_v3_small-32,1_resnet34-2,2_vgg19-8
mps-uncap,0.8,4.150152206420898,3.3943653106689453,6.428003311157227
mps-uncap,0.9,4.143238067626953,3.4532546997070312,6.546974182128906
mps-uncap,1.0,5.255699157714844,6.80232048034668,8.419990539550781
mps-uncap,0.5,4.121065139770508,3.366231918334961,6.379604339599609
mps-uncap,0.6,4.173040390014648,3.3452510833740234,6.371259689331055
mps-uncap,0.7,4.196643829345703,3.3903121948242188,6.392717361450195
mps-uncap,0.1,5.87916374206543,5.053043365478516,6.415128707885742
mps-uncap,0.2,4.646539688110352,3.529071807861328,6.420135498046875
mps-uncap,0.3,4.114627838134766,3.4704208374023438,6.373405456542969
mps-uncap,0.4,4.13060188293457,3.3838748931884766,6.363868713378906
