mode,load,0_mobilenet_v2-2,1_mobilenet_v2-32,2_mobilenet_v3_large-2,3_resnet34-32
mps-uncap,1.0,0.0007152557373046875,0.000476837158203125,0.005245208740234375,0.000476837158203125
