mode,load,0_densenet121-32,1_densenet201-4,2_efficientnet_b6-32
mps-uncap,1.0,56.39243125915527,73.82893562316895,77.6212215423584
mig,1.0,44.32415962219238,33.34331512451172,140.8073902130127
