mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_resnet18-32,3_squeezenet1_0-4
mps-uncap,1.0,2850.0207823138717,712.5051299523506,3759.7635576320167,680.0107545551539
