mode,load,0_mobilenet_v2-32,1_mobilenet_v3_large-8,2_resnet18-32,3_squeezenet1_0-4
mps-uncap,1.0,0.0007152557373046875,0.0007152557373046875,0.0040531158447265625,0.003814697265625
