mode,load,0_densenet161-2,1_densenet169-32,2_mobilenet_v2-32,3_mobilenet_v3_large-2
mps-uncap,1.0,0.0040531158447265625,0.0007152557373046875,0.000476837158203125,0.008821487426757812
