mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_resnet34-2
mps-uncap,0.1,8.575677871704102,21.312475204467773,17.637252807617188
mps-uncap,0.2,12.617826461791992,28.54466438293457,29.22677993774414
mps-uncap,0.3,20.460844039916992,30.336380004882812,31.36610984802246
mps-uncap,0.4,40.01474380493164,33.16473960876465,26.900529861450195
mps-uncap,0.5,60.39738655090332,88.75083923339844,32.80448913574219
mps-uncap,0.6,213.19127082824707,376.77621841430664,58.55751037597656
mps-uncap,0.7,385.64395904541016,350.9047031402588,28.911352157592773
mps-uncap,0.8,660.2721214294434,599.1940498352051,40.924072265625
mps-uncap,0.9,949.3405818939209,1025.1243114471436,63.83109092712402
mps-uncap,1.0,1376.725435256958,1300.2007007598877,1003.0438899993896
mps-uncap,1.1,10592.907905578613,11361.343383789062,12920.183181762695
mps-uncap,1.2,19592.576503753662,21533.5590839386,19136.73734664917
mps-uncap,1.3,27303.041219711304,28972.93472290039,26208.16159248352
mps-uncap,1.4,34529.887199401855,34348.34408760071,34632.755279541016
mps-uncap,1.5,39547.191858291626,40642.7276134491,39022.024631500244
ts,0.1,13.686418533325195,16.5865421295166,15.652894973754883
ts,0.2,20.655393600463867,23.838520050048828,21.329641342163086
ts,0.3,34.89208221435547,35.08281707763672,28.68795394897461
ts,0.4,93.16182136535645,66.08176231384277,35.074472427368164
ts,0.5,238.18206787109375,104.60901260375977,33.2338809967041
ts,0.6,504.2855739593506,116.52946472167969,43.49684715270996
ts,0.7,758.9826583862305,315.78803062438965,47.52373695373535
ts,0.8,1276.5893936157227,695.9867477416992,92.78416633605957
ts,0.9,24293.845176696777,611.4773750305176,94.22183036804199
ts,1.0,44897.6833820343,1098.9971160888672,224.8389720916748
ts,1.1,58463.597774505615,1968.674659729004,1434.4761371612549
ts,1.2,64027.488708496094,10524.264812469482,8498.489141464233
ts,1.3,69578.78112792969,19929.08763885498,19987.687349319458
ts,1.4,72768.56923103333,26657.79185295105,26130.34963607788
ts,1.5,75510.90216636658,33332.08966255188,32017.370462417603
mig,0.1,14.728546142578125,20.71356773376465,8.625268936157227
mig,0.2,19.31285858154297,22.110939025878906,21.21591567993164
mig,0.3,31.314849853515625,22.877216339111328,26.099681854248047
mig,0.4,261.3835334777832,48.404693603515625,16.761064529418945
mig,0.5,189.04662132263184,49.974918365478516,28.06711196899414
mig,0.6,581.3536643981934,114.27450180053711,19.4089412689209
mig,0.7,913.2246971130371,271.06189727783203,27.96006202697754
mig,0.8,15002.040147781372,433.71129035949707,24.260520935058594
mig,0.9,27522.942066192627,511.14749908447266,28.647661209106445
mig,1.0,37708.86445045471,9420.122861862183,30.13300895690918
mig,1.1,44585.039377212524,18547.53017425537,42.56463050842285
mig,1.2,52240.981340408325,27808.314561843872,45.68791389465332
mig,1.3,55899.90019798279,33340.97409248352,73.30727577209473
mig,1.4,61077.04496383667,38966.88485145569,68.04800033569336
mig,1.5,65684.22818183899,45019.72484588623,106.98294639587402
