mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_resnet34-2
mps-uncap,0.1,0.03314018249511719,0.028371810913085938,0.04172325134277344
mps-uncap,0.2,0.025510787963867188,0.025510787963867188,0.027418136596679688
mps-uncap,0.3,0.029325485229492188,0.013828277587890625,0.027894973754882812
mps-uncap,0.4,0.025033950805664062,0.026226043701171875,0.025272369384765625
mps-uncap,0.5,0.02288818359375,0.0247955322265625,0.02384185791015625
mps-uncap,0.6,0.026702880859375,0.025033950805664062,0.025510787963867188
mps-uncap,0.7,0.024080276489257812,0.0247955322265625,0.025987625122070312
mps-uncap,0.8,0.024080276489257812,0.025510787963867188,0.024318695068359375
mps-uncap,0.9,0.027179718017578125,0.0152587890625,0.023126602172851562
mps-uncap,1.0,0.035762786865234375,0.036716461181640625,0.03528594970703125
mps-uncap,1.1,0.08654594421386719,0.07271766662597656,0.03457069396972656
mps-uncap,1.2,0.08058547973632812,0.07009506225585938,0.042438507080078125
mps-uncap,1.3,0.07748603820800781,0.07200241088867188,0.04744529724121094
mps-uncap,1.4,0.09298324584960938,0.07796287536621094,0.080108642578125
mps-uncap,1.5,0.07200241088867188,0.06866455078125,0.07486343383789062
ts,0.1,0.03719329833984375,0.03814697265625,0.03886222839355469
ts,0.2,0.02574920654296875,0.028848648071289062,0.03647804260253906
ts,0.3,0.024318695068359375,0.026226043701171875,0.012159347534179688
ts,0.4,0.024557113647460938,0.027418136596679688,0.025033950805664062
ts,0.5,0.03743171691894531,0.028133392333984375,0.03504753112792969
ts,0.6,0.023365020751953125,0.02574920654296875,0.025987625122070312
ts,0.7,0.022411346435546875,0.0247955322265625,0.024318695068359375
ts,0.8,0.03790855407714844,0.025987625122070312,0.027179718017578125
ts,0.9,0.08082389831542969,0.0247955322265625,0.02384185791015625
ts,1.0,0.05435943603515625,0.025272369384765625,0.024557113647460938
ts,1.1,0.06961822509765625,0.05841255187988281,0.015497207641601562
ts,1.2,0.05650520324707031,0.08845329284667969,0.034332275390625
ts,1.3,0.06985664367675781,0.0743865966796875,0.03838539123535156
ts,1.4,0.06175041198730469,0.06914138793945312,0.05984306335449219
ts,1.5,0.06580352783203125,0.07915496826171875,0.04935264587402344
mig,0.1,0.0362396240234375,0.04553794860839844,0.0362396240234375
mig,0.2,0.025510787963867188,0.0324249267578125,0.028848648071289062
mig,0.3,0.024557113647460938,0.025987625122070312,0.016450881958007812
mig,0.4,0.0362396240234375,0.026226043701171875,0.023603439331054688
mig,0.5,0.0247955322265625,0.027179718017578125,0.025272369384765625
mig,0.6,0.024080276489257812,0.030040740966796875,0.025033950805664062
mig,0.7,0.08082389831542969,0.02384185791015625,0.023603439331054688
mig,0.8,0.07605552673339844,0.03790855407714844,0.023365020751953125
mig,0.9,0.07319450378417969,0.024557113647460938,0.02384185791015625
mig,1.0,0.06222724914550781,0.07867813110351562,0.023365020751953125
mig,1.1,0.08130073547363281,0.06651878356933594,0.023603439331054688
mig,1.2,0.06747245788574219,0.08320808410644531,0.025033950805664062
mig,1.3,0.06079673767089844,0.0820159912109375,0.02574920654296875
mig,1.4,0.07271766662597656,0.0820159912109375,0.024318695068359375
mig,1.5,0.07677078247070312,0.08106231689453125,0.022172927856445312
