mode,load,0_alexnet-32,1_mobilenet_v3_small-32,2_resnet34-2
mps-uncap,0.1,7.815384864807135,18.020427227020264,13.568811416625955
mps-uncap,0.2,7.4240779876708975,24.97267723083496,19.629900455474846
mps-uncap,0.3,7.383639812469478,20.97221612930297,23.622858524322506
mps-uncap,0.4,9.091966152191183,21.017217636108413,20.504117012023926
mps-uncap,0.5,20.4539060592652,26.52516365051268,21.35205268859864
mps-uncap,0.6,158.84144544601472,285.0894927978519,21.172847747802752
mps-uncap,0.7,289.990770816803,245.36592960357706,20.98025321960447
mps-uncap,0.8,573.0371475219727,548.092782497406,25.73585987091064
mps-uncap,0.9,913.5987401008604,984.0290546417236,40.41285514831537
mps-uncap,1.0,1286.2562727928162,1269.5737671852112,919.9811100959779
mps-uncap,1.1,10420.696802139282,11190.2880191803,12833.686475753782
mps-uncap,1.2,19443.850679397583,21436.61992073059,18996.55575275421
mps-uncap,1.3,27092.36557006836,28613.024349212646,25896.866822242737
mps-uncap,1.4,34149.85001564026,34074.202201366425,34322.920627593994
mps-uncap,1.5,39240.375661849976,40274.49849128723,38651.42198562621
ts,0.1,10.924792289733919,19.503417015075684,16.550564765930172
ts,0.2,7.449030876159661,22.217669486999498,19.773545265197757
ts,0.3,9.82377052307129,24.689819812774658,20.452079772949215
ts,0.4,15.490670204162562,27.395248413085938,25.1125431060791
ts,0.5,107.57324695587155,30.35732746124275,22.811415195465074
ts,0.6,341.9458866119304,33.032321929931655,21.243629455566406
ts,0.7,632.7247428894044,203.42231035232572,23.868608474731477
ts,0.8,1229.1807699203484,501.95692062377884,35.04110336303689
ts,0.9,24085.7226729393,533.030116558075,71.10621690750125
ts,1.0,44434.41608905793,972.8122115135193,154.9148964881896
ts,1.1,57912.732005119324,1941.5742301940918,1388.1045389175415
ts,1.2,63361.975684165955,10405.787348747253,8442.312440872192
ts,1.3,68875.44887542725,19847.911858558662,19834.89694595337
ts,1.4,72042.11233139037,26542.526829242706,25892.466950416565
ts,1.5,74779.01601791382,33117.1177148819,31695.946872234344
mig,0.1,10.108056068420412,21.027326583862298,8.029589653015137
mig,0.2,12.627267837524416,21.419806480407726,17.25150346755983
mig,0.3,17.31914520263671,19.673645496368408,21.984100341796875
mig,0.4,144.2241191864012,27.171592712402358,11.614761352539064
mig,0.5,107.76588916778614,30.076265335083008,21.957492828369155
mig,0.6,533.9357733726501,45.626544952392365,12.321624755859375
mig,0.7,884.7966766357421,179.59420680999693,18.272085189819343
mig,0.8,14828.689079284666,336.09510421752924,17.540669441223145
mig,0.9,27286.55755519867,463.53124141693115,17.780742645263665
mig,1.0,37335.18099784851,9365.214586257935,20.6387996673584
mig,1.1,44152.54009962081,18383.492796421055,24.329807758331285
mig,1.2,51702.81534194946,27461.490688323975,30.25612592697143
mig,1.3,55402.99700736999,32978.93012762069,45.985479354858306
mig,1.4,60455.58923006058,38632.84471511841,49.81533050537109
mig,1.5,65053.84355545044,44570.494203567505,86.19141101837164
